Date,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Punishment,No of days,Count,Sum
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Cellular Confinement,4,1,4
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Caution,.,1,0
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Cellular Confinement,7,1,7
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Cellular Confinement,14,1,14
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,2,14
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,7,1,7
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,1,14
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Other offences, Endangers health/safety of any person,Caution,.,1,0
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Caution,.,1,0
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
Q1,Category C,Moorland,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,14,1,14
Q1,Category C,Moorland,Governor,M,50 - 59,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Caution,.,1,0
Q1,Category C,Moorland,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,Denies access,Cellular Confinement,7,1,7
Q1,Category C,Moorland,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,Denies access,Forfeiture of Privileges,14,1,14
Q1,Category C,Moorland,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,Denies access,Stoppage of earnings,14,1,14
Q1,Category C,Moorland,Governor,M,50 - 59,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Caution,.,1,0
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,1,14
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,28,1,28
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,1,21
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,28,1,28
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Caution,.,1,0
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,1,14
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Drug related offence,Cellular Confinement,10,1,10
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,42,1,42
Q1,Category C,Moorland,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,42,1,42
Q1,Category C,Moorland,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,10,1,10
Q1,Category C,Moorland,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,28,1,28
Q1,Category C,Moorland,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,28,1,28
Q1,Category C,Moorland,Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,1,7
Q1,Category C,Moorland,Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,7,1,7
Q1,Category C,Moorland,Governor,M,60 - 69,e White,c Hindu,Disobedience/disrespect,Disobeys any rule or regulation,Cellular Confinement,14,1,14
Q1,Category C,Moorland,Governor,M,60 - 69,e White,c Hindu,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,21,1,21
Q1,Category C,Moorland,Governor,M,60 - 69,e White,c Hindu,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,21,1,21
Q1,Category C,Moorland,Governor,M,60 - 69,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Caution,.,1,0
Q1,Category C,Moorland,Governor,M,70 and over,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,1,14
Q1,Category C,Moorland,Governor,M,70 and over,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Caution,.,1,0
Q1,Category C,Moorland,Independent adjudicator,M,18 - 20,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Additional Days Added,21,1,21
Q1,Category C,Moorland,Independent adjudicator,M,25 - 29,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Additional Days Added,18,1,18
Q1,Category C,Morton Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Disobedience/disrespect,Is disrespectful,Caution,.,1,0
Q1,Category C,Morton Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,7,2,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,Drug related offence,Cellular Confinement,10,1,10
Q1,Category C,Morton Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,10,1,10
Q1,Category C,Morton Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Others,28,1,28
Q1,Category C,Morton Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Violence,Fights with any person,Caution,.,1,0
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Other offences, Endangers health/safety of any person,Others,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Assault on staff,Cellular Confinement,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,5,1,5
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,7,3,21
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Others,7,2,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Removal from activity/living unit,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Caution,.,1,0
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,10,1,10
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Others,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Removal from activity/living unit,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Removal from activity/living unit,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,10,1,10
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Assault on a prisoner,Cellular Confinement,10,1,10
Q1,Category C,Morton Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,Cause damage to any part of a prison,Others,.,1,0
Q1,Category C,Morton Hall,Governor,M,21 - 24,d Other ethnic group,b Muslim,Violence,Fights with any person,Forfeiture of Privileges,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Caution,.,1,0
Q1,Category C,Morton Hall,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,14,2,28
Q1,Category C,Morton Hall,Governor,M,21 - 24,e White,b Muslim,Disobedience/disrespect,Disobeys any rule or regulation,Cellular Confinement,3,1,3
Q1,Category C,Morton Hall,Governor,M,21 - 24,e White,b Muslim,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,7,1,7
Q1,Category C,Morton Hall,Governor,M,21 - 24,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,14,1,14
Q1,Category C,Morton Hall,Governor,M,21 - 24,e White,b Muslim,Violence,Fights with any person,Caution,.,1,0
Q1,Category C,Morton Hall,Governor,M,21 - 24,e White,b Muslim,Violence,Fights with any person,Forfeiture of Privileges,21,1,21
Q1,Category C,Morton Hall,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Disobedience/disrespect,Is disrespectful,Caution,.,1,0
Q1,Category C,Morton Hall,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,2,14
Q1,Category C,Morton Hall,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,1,7
Q1,Category C,Morton Hall,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,14,1,14
Q1,Category C,Morton Hall,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Others,7,2,14
Q1,Category C,Morton Hall,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,7,2,14
Q1,Category C,Morton Hall,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,10,1,10
Q1,Category C,Morton Hall,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Category C,Morton Hall,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Removal from activity/living unit,7,1,7
Q1,Category C,Morton Hall,Governor,M,25 - 29,d Other ethnic group,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Others,7,1,7
Q1,Category C,Morton Hall,Governor,M,25 - 29,d Other ethnic group,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,7,1,7
Q1,Category C,Morton Hall,Governor,M,25 - 29,d Other ethnic group,b Muslim,Wilful Damage,Cause damage to any part of a prison,Cellular Confinement,10,2,20
Q1,Category C,Morton Hall,Governor,M,25 - 29,d Other ethnic group,b Muslim,Wilful Damage,Cause damage to any part of a prison,Others,.,2,0
Q1,Category C,Morton Hall,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,1,7
Q1,Category C,Morton Hall,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,1,14
Q1,Category C,Morton Hall,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
Q1,Category C,Morton Hall,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Others,7,1,7
Q1,Category C,Morton Hall,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,7,1,7
Q1,Category C,Morton Hall,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,7,1,7
Q1,Category C,Morton Hall,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Others,1,1,1
Q1,Category C,Morton Hall,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Drug related offence,Cellular Confinement,10,1,10
Q1,Category C,Morton Hall,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,1,14
